Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"FOXA","FOX CORP CLASS A","Kommunikation","Aktien","1.562.203,17","0,01","1.562.203,17","28.347,00","55,11","Vereinigte Staaten","NASDAQ","USD"
"1326","FORMOSA CHEMICALS & FIBRE CORP","Materialien","Aktien","1.554.882,69","0,01","1.554.882,69","2.050.620,00","0,76","Taiwan","Taiwan Stock Exchange","TWD"
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Aktien","1.548.111,08","0,01","1.548.111,08","635.600,00","2,44","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"788","CHINA TOWER CORP LTD H","Kommunikation","Aktien","1.548.485,35","0,01","1.548.485,35","1.095.100,00","1,41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BSY","BENTLEY SYSTEMS INC CLASS B","IT","Aktien","1.537.058,95","0,01","1.537.058,95","27.277,00","56,35","Vereinigte Staaten","NASDAQ","USD"
"4528","ONO PHARMACEUTICAL LTD","Gesundheitsversorgung","Aktien","1.536.287,45","0,01","1.536.287,45","140.400,00","10,94","Japan","Tokyo Stock Exchange","JPY"
"2313","SHENZHOU INTERNATIONAL GROUP LTD","Zyklische Konsumgüter ","Aktien","1.522.101,91","0,01","1.522.101,91","207.800,00","7,32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2615","WAN HAI LINES LTD","Industrie","Aktien","1.523.346,57","0,01","1.523.346,57","500.000,00","3,05","Taiwan","Taiwan Stock Exchange","TWD"
"WFG","WEST FRASER TIMBER LTD","Materialien","Aktien","1.519.399,01","0,01","1.519.399,01","20.066,00","75,72","Kanada","Toronto Stock Exchange","CAD"
"1378","CHINA HONGQIAO GROUP LTD","Materialien","Aktien","1.513.304,46","0,01","1.513.304,46","652.000,00","2,32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"241","ALIBABA HEALTH INFORMATION TECH LT","Nichtzyklische Konsumgüter","Aktien","1.510.850,96","0,01","1.510.850,96","2.714.000,00","0,56","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"WPP","WPP PLC","Kommunikation","Aktien","1.507.394,95","0,01","1.507.394,95","265.241,00","5,68","Vereinigtes Königreich","London Stock Exchange","GBP"
"AC*","ARCA CONTINENTAL","Nichtzyklische Konsumgüter","Aktien","1.507.723,09","0,01","1.507.723,09","150.571,00","10,01","Mexiko","Bolsa Mexicana De Valores","MXN"
"SQM.B","SOCIEDAD QUIMICA Y MINERA DE CHILE","Materialien","Aktien","1.500.858,73","0,01","1.500.858,73","39.641,00","37,86","Chile","Santiago Stock Exchange","CLP"
"ABF","ASSOCIATED BRITISH FOODS PLC","Nichtzyklische Konsumgüter","Aktien","1.496.947,03","0,01","1.496.947,03","54.121,00","27,66","Vereinigtes Königreich","London Stock Exchange","GBP"
"VALT","VALTERRA PLATINUM LTD","Materialien","Aktien","1.494.984,57","0,01","1.494.984,57","31.627,00","47,27","Südafrika","London Stock Exchange","GBP"
"MNDI","MONDI PLC","Materialien","Aktien","1.495.119,56","0,01","1.495.119,56","92.601,00","16,15","Vereinigtes Königreich","London Stock Exchange","GBP"
"090430","AMOREPACIFIC CORP","Nichtzyklische Konsumgüter","Aktien","1.489.915,91","0,01","1.489.915,91","15.436,00","96,52","Korea","Korea Exchange (Stock Market)","KRW"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Zyklische Konsumgüter ","Aktien","1.490.700,03","0,01","1.490.700,03","36.538,00","40,80","Deutschland","Xetra","EUR"
"066570","LG ELECTRONICS INC","Zyklische Konsumgüter ","Aktien","1.487.063,49","0,01","1.487.063,49","27.171,00","54,73","Korea","Korea Exchange (Stock Market)","KRW"
"IFT","INFRATIL LTD","Financials","Aktien","1.486.164,67","0,01","1.486.164,67","227.072,00","6,54","Neuseeland","New Zealand Exchange Ltd","NZD"
"9143","SG HOLDINGS LTD","Industrie","Aktien","1.484.188,24","0,01","1.484.188,24","136.400,00","10,88","Japan","Tokyo Stock Exchange","JPY"
"MKS","MARKS AND SPENCER GROUP PLC","Nichtzyklische Konsumgüter","Aktien","1.473.848,96","0,01","1.473.848,96","332.915,00","4,43","Vereinigtes Königreich","London Stock Exchange","GBP"
"5019","IDEMITSU KOSAN LTD","Energie","Aktien","1.470.065,08","0,01","1.470.065,08","234.100,00","6,28","Japan","Tokyo Stock Exchange","JPY"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industrie","Aktien","1.465.177,37","0,01","1.465.177,37","47.699,00","30,72","Mexiko","Bolsa Mexicana De Valores","MXN"
"096770","SK INNOVATION LTD","Energie","Aktien","1.456.218,12","0,01","1.456.218,12","17.257,00","84,38","Korea","Korea Exchange (Stock Market)","KRW"
"2887","TAISHIN FINANCIAL HOLDING LTD","Financials","Aktien","1.453.820,11","0,01","1.453.820,11","2.320.710,00","0,63","Taiwan","Taiwan Stock Exchange","TWD"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrie","Aktien","1.451.357,19","0,01","1.451.357,19","16.551,00","87,69","Vereinigte Staaten","NASDAQ","USD"
"3323","CHINA NATIONAL BUILDING MATERIAL L","Materialien","Aktien","1.449.686,62","0,01","1.449.686,62","2.716.000,00","0,53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2331","LI NING LTD","Zyklische Konsumgüter ","Aktien","1.450.221,66","0,01","1.450.221,66","701.000,00","2,07","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3293","INTERNATIONAL GAMES SYSTEM LTD","Kommunikation","Aktien","1.445.570,31","0,01","1.445.570,31","51.000,00","28,34","Taiwan","Gretai Securities Market","TWD"
"3606","FUYAO GLASS INDUSTRY GROUP LTD H","Zyklische Konsumgüter ","Aktien","1.442.351,59","0,01","1.442.351,59","196.400,00","7,34","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"EVN","EVOLUTION MINING LTD","Materialien","Aktien","1.433.488,82","0,01","1.433.488,82","293.106,00","4,89","Australien","Asx - All Markets","AUD"
"ADNOCGAS","ADNOC GAS PLC","Energie","Aktien","1.429.322,22","0,01","1.429.322,22","1.553.225,00","0,92","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"1101","TAIWAN CEMENT LTD","Materialien","Aktien","1.429.751,47","0,01","1.429.751,47","1.766.000,00","0,81","Taiwan","Taiwan Stock Exchange","TWD"
"1658","POSTAL SAVINGS BANK OF CHINA LTD H","Financials","Aktien","1.430.166,88","0,01","1.430.166,88","1.939.000,00","0,74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BDMS.R","BANGKOK DUSIT MEDICAL SERVICES NON","Gesundheitsversorgung","Aktien","1.424.765,42","0,01","1.424.765,42","2.315.600,00","0,62","Thailand","Stock Exchange Of Thailand","THB"
"2912","PRESIDENT CHAIN STORE CORP","Nichtzyklische Konsumgüter","Aktien","1.415.171,85","0,01","1.415.171,85","156.000,00","9,07","Taiwan","Taiwan Stock Exchange","TWD"
"SW","SODEXO SA","Zyklische Konsumgüter ","Aktien","1.413.177,02","0,01","1.413.177,02","23.650,00","59,75","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"688","CHINA OVERSEAS LAND INVESTMENT LTD","Immobilien","Aktien","1.404.045,86","0,01","1.404.045,86","801.000,00","1,75","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"P911","DR ING HC F PORSCHE PRF AG","Zyklische Konsumgüter ","Aktien","1.397.356,74","0,01","1.397.356,74","27.364,00","51,07","Deutschland","Xetra","EUR"
"4523","EISAI LTD","Gesundheitsversorgung","Aktien","1.396.491,70","0,01","1.396.491,70","51.500,00","27,12","Japan","Tokyo Stock Exchange","JPY"
"TPIA","CHANDRA ASRI PACIFIC","Materialien","Aktien","1.379.738,43","0,01","1.379.738,43","2.282.200,00","0,60","Indonesien","Indonesia Stock Exchange","IDR"
"CRDA","CRODA INTERNATIONAL PLC","Materialien","Aktien","1.378.881,19","0,01","1.378.881,19","34.284,00","40,22","Vereinigtes Königreich","London Stock Exchange","GBP"
"011200","HMM LTD","Industrie","Aktien","1.368.919,03","0,01","1.368.919,03","74.005,00","18,50","Korea","Korea Exchange (Stock Market)","KRW"
"371","BEIJING ENTERPRISES WATER GROUP LT","Versorger","Aktien","1.366.578,34","0,01","1.366.578,34","4.158.000,00","0,33","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BMW3","BMW PREF AG","Zyklische Konsumgüter ","Aktien","1.367.450,52","0,01","1.367.450,52","14.878,00","91,91","Deutschland","Xetra","EUR"
"2359","WUXI APPTEC LTD H","Gesundheitsversorgung","Aktien","1.365.482,80","0,01","1.365.482,80","121.600,00","11,23","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BIM","BIOMERIEUX SA","Gesundheitsversorgung","Aktien","1.363.925,28","0,01","1.363.925,28","9.777,00","139,50","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"3898","ZHUZHOU CRRC TIMES ELECTRIC LTD H","Industrie","Aktien","1.360.185,99","0,01","1.360.185,99","347.800,00","3,91","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PTTEP.R","PTT EXPLORATION AND PRODUCTION NON","Energie","Aktien","1.361.452,08","0,01","1.361.452,08","406.000,00","3,35","Thailand","Stock Exchange Of Thailand","THB"
"3661","ALCHIP TECHNOLOGIES LTD","IT","Aktien","1.350.066,41","0,01","1.350.066,41","11.498,00","117,42","Taiwan","Taiwan Stock Exchange","TWD"
"3888","KINGSOFT LTD","Kommunikation","Aktien","1.342.157,96","0,01","1.342.157,96","322.200,00","4,17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9863","ZHEJIANG LEAPMOTOR TECHNOLOGY LTD","Zyklische Konsumgüter ","Aktien","1.334.370,76","0,01","1.334.370,76","181.382,00","7,36","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2324","COMPAL ELECTRONICS INC","IT","Aktien","1.333.215,80","0,01","1.333.215,80","1.357.000,00","0,98","Taiwan","Taiwan Stock Exchange","TWD"
"TAL","TAL EDUCATION GROUP ADR REPTG","Zyklische Konsumgüter ","Aktien","1.330.087,50","0,01","1.330.087,50","126.675,00","10,50","China","New York Stock Exchange Inc.","USD"
"MXN","MXN CASH","Cash und/oder Derivate","Geldmarkt","1.329.291,05","0,01","1.329.291,05","24.856.413,00","5,35","Mexiko","-","MXN"
"329180","HD HYUNDAI HEAVY INDUSTRIES LTD","Industrie","Aktien","1.328.819,28","0,01","1.328.819,28","4.712,00","282,01","Korea","Korea Exchange (Stock Market)","KRW"
"1099","SINOPHARM GROUP LTD H","Gesundheitsversorgung","Aktien","1.323.840,00","0,01","1.323.840,00","551.600,00","2,40","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SGRO","SEGRO REIT PLC","Immobilien","Aktien","1.325.430,20","0,01","1.325.430,20","149.376,00","8,87","Vereinigtes Königreich","London Stock Exchange","GBP"
"J36","JARDINE MATHESON HOLDINGS LTD","Industrie","Aktien","1.323.000,00","0,01","1.323.000,00","27.000,00","49,00","Hongkong","Singapore Exchange","USD"
"010140","SAMSUNG HEAVY INDUSTRIES LTD","Industrie","Aktien","1.316.370,08","0,01","1.316.370,08","103.257,00","12,75","Korea","Korea Exchange (Stock Market)","KRW"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materialien","Aktien","1.308.327,03","0,01","1.308.327,03","90.164,00","14,51","Südafrika","Johannesburg Stock Exchange","ZAR"
"UHR","THE SWATCH GROUP AG","Zyklische Konsumgüter ","Aktien","1.307.285,99","0,01","1.307.285,99","7.624,00","171,47","Schweiz","SIX Swiss Exchange","CHF"
"916","CHINA LONGYUAN POWER GROUP CORP LT","Versorger","Aktien","1.302.420,38","0,01","1.302.420,38","1.420.000,00","0,92","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3038","KOBE BUSSAN LTD","Nichtzyklische Konsumgüter","Aktien","1.301.279,14","0,01","1.301.279,14","44.700,00","29,11","Japan","Tokyo Stock Exchange","JPY"
"BCE","BCE INC","Kommunikation","Aktien","1.301.301,87","0,01","1.301.301,87","54.723,00","23,78","Kanada","Toronto Stock Exchange","CAD"
"267260","HD HYUNDAI ELECTRIC LTD","Industrie","Aktien","1.296.769,27","0,01","1.296.769,27","4.032,00","321,62","Korea","Korea Exchange (Stock Market)","KRW"
"DIE","DIETEREN (D) SA","Zyklische Konsumgüter ","Aktien","1.289.991,37","0,01","1.289.991,37","5.893,00","218,90","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"1919","COSCO SHIPPING HOLDINGS LTD H","Industrie","Aktien","1.278.298,09","0,01","1.278.298,09","724.000,00","1,77","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrie","Aktien","1.270.293,49","0,01","1.270.293,49","48.800,00","26,03","Japan","Tokyo Stock Exchange","JPY"
"EFN","ELEMENT FLEET MANAGEMENT CORP","Industrie","Aktien","1.267.288,83","0,01","1.267.288,83","49.381,00","25,66","Kanada","Toronto Stock Exchange","CAD"
"ALPHA","ALPHA BANK SA","Financials","Aktien","1.253.227,99","0,01","1.253.227,99","330.781,00","3,79","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"AVOL","AVOLTA AG","Zyklische Konsumgüter ","Aktien","1.248.811,08","0,01","1.248.811,08","22.449,00","55,63","Schweiz","SIX Swiss Exchange","CHF"
"QBR.B","QUEBECOR INC CLASS B","Kommunikation","Aktien","1.235.949,33","0,01","1.235.949,33","41.450,00","29,82","Kanada","Toronto Stock Exchange","CAD"
"6383","DAIFUKU LTD","Industrie","Aktien","1.230.785,46","0,01","1.230.785,46","49.300,00","24,97","Japan","Tokyo Stock Exchange","JPY"
"1816","CGN POWER LTD H","Versorger","Aktien","1.228.680,25","0,01","1.228.680,25","3.482.000,00","0,35","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GENTING","GENTING","Zyklische Konsumgüter ","Aktien","1.229.227,04","0,01","1.229.227,04","1.680.800,00","0,73","Malaysia","Bursa Malaysia","MYR"
"BRL","BRL CASH","Cash und/oder Derivate","Geldmarkt","1.227.015,07","0,01","1.227.015,07","6.837.051,00","17,95","Brasilien","-","BRL"
"6186","CHINA FEIHE LTD","Nichtzyklische Konsumgüter","Aktien","1.227.424,20","0,01","1.227.424,20","2.113.000,00","0,58","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6881","CHINA GALAXY SECURITIES LTD H","Financials","Aktien","1.218.694,90","0,01","1.218.694,90","995.500,00","1,22","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"018260","SAMSUNG SDS LTD","IT","Aktien","1.218.865,43","0,01","1.218.865,43","9.114,00","133,74","Korea","Korea Exchange (Stock Market)","KRW"
"6841","YOKOGAWA ELECTRIC CORP","IT","Aktien","1.219.030,30","0,01","1.219.030,30","47.600,00","25,61","Japan","Tokyo Stock Exchange","JPY"
"028300","HLB INC","Gesundheitsversorgung","Aktien","1.211.555,33","0,01","1.211.555,33","32.557,00","37,21","Korea","Korea Exchange (Kosdaq)","KRW"
"2207","HOTAI MOTOR LTD","Zyklische Konsumgüter ","Aktien","1.212.323,70","0,01","1.212.323,70","63.240,00","19,17","Taiwan","Taiwan Stock Exchange","TWD"
"LUN","LUNDIN MINING CORP","Materialien","Aktien","1.212.548,72","0,01","1.212.548,72","119.911,00","10,11","Kanada","Toronto Stock Exchange","CAD"
"SCB.R","SCB X PUBLIC COMPANY LIMITED NON-V","Financials","Aktien","1.205.956,01","0,01","1.205.956,01","332.200,00","3,63","Thailand","Stock Exchange Of Thailand","THB"
"6415","SILERGY CORP","IT","Aktien","1.198.822,40","0,01","1.198.822,40","103.000,00","11,64","Taiwan","Taiwan Stock Exchange","TWD"
"U96","SEMBCORP INDUSTRIES LTD","Versorger","Aktien","1.199.328,28","0,01","1.199.328,28","207.500,00","5,78","Singapur","Singapore Exchange","SGD"
"BPE","BPER BANCA","Financials","Aktien","1.196.407,47","0,01","1.196.407,47","138.150,00","8,66","Italien","Borsa Italiana","EUR"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Versorger","Aktien","1.180.452,22","0,01","1.180.452,22","35.977,00","32,81","Kanada","Toronto Stock Exchange","CAD"
"ROCK B","ROCKWOOL CLASS B","Industrie","Aktien","1.166.178,11","0,01","1.166.178,11","25.627,00","45,51","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"4612","NIPPON PAINT HOLDINGS LTD","Materialien","Aktien","1.166.247,07","0,01","1.166.247,07","139.500,00","8,36","Japan","Tokyo Stock Exchange","JPY"
"9926","AKESO INC","Gesundheitsversorgung","Aktien","1.168.050,96","0,01","1.168.050,96","81.000,00","14,42","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"WISE","WISE PLC CLASS A","Financials","Aktien","1.164.806,99","0,01","1.164.806,99","79.417,00","14,67","Vereinigtes Königreich","London Stock Exchange","GBP"
"1988","CHINA MINSHENG BANKING CORP LTD H","Financials","Aktien","1.161.019,11","0,01","1.161.019,11","1.736.000,00","0,67","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ADIB","ABU DHABI ISLAMIC BANK","Financials","Aktien","1.156.782,75","0,01","1.156.782,75","191.046,00","6,05","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"BS6","YANGZIJIANG SHIPBUILDING (HOLDINGS","Industrie","Aktien","1.151.030,23","0,01","1.151.030,23","635.200,00","1,81","Singapur","Singapore Exchange","SGD"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Zyklische Konsumgüter ","Aktien","1.149.707,01","0,01","1.149.707,01","654.000,00","1,76","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"003230","SAM YANG FOODS LTD","Nichtzyklische Konsumgüter","Aktien","1.135.741,54","0,01","1.135.741,54","1.063,00","1.068,43","Korea","Korea Exchange (Stock Market)","KRW"
"MEL","MERIDIAN ENERGY LTD","Versorger","Aktien","1.126.217,85","0,01","1.126.217,85","325.629,00","3,46","Neuseeland","New Zealand Exchange Ltd","NZD"
"7735","SCREEN HOLDINGS LTD","IT","Aktien","1.121.867,47","0,01","1.121.867,47","13.800,00","81,29","Japan","Tokyo Stock Exchange","JPY"
"9201","JAPAN AIRLINES LTD","Industrie","Aktien","1.121.944,83","0,01","1.121.944,83","55.800,00","20,11","Japan","Tokyo Stock Exchange","JPY"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Industrie","Aktien","1.122.341,31","0,01","1.122.341,31","225.305,00","4,98","Spanien","Bolsa De Madrid","EUR"
"4324","DENTSU GROUP INC","Kommunikation","Aktien","1.122.429,34","0,01","1.122.429,34","55.200,00","20,33","Japan","Tokyo Stock Exchange","JPY"
"4716","ORACLE JAPAN CORP","IT","Aktien","1.120.584,94","0,01","1.120.584,94","10.100,00","110,95","Japan","Tokyo Stock Exchange","JPY"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materialien","Aktien","1.116.903,60","0,01","1.116.903,60","1.652.090,00","0,68","Türkei","Istanbul Stock Exchange","TRY"
"OTEX","OPEN TEXT CORP","IT","Aktien","1.115.128,32","0,01","1.115.128,32","39.847,00","27,99","Kanada","Toronto Stock Exchange","CAD"
"005387","HYUNDAI MOTOR S2 PREF","Zyklische Konsumgüter ","Aktien","1.113.792,64","0,01","1.113.792,64","9.524,00","116,95","Korea","Korea Exchange (Stock Market)","KRW"
"CVC","CVC CAPITAL PARTNERS PLC","Financials","Aktien","1.102.143,71","0,01","1.102.143,71","53.160,00","20,73","Niederlande","Euronext Amsterdam","EUR"
"LUG","LUNDIN GOLD INC","Materialien","Aktien","1.102.276,82","0,01","1.102.276,82","21.543,00","51,17","Kanada","Toronto Stock Exchange","CAD"
"QGTS","QATAR GAS TRANSPORT COMPANY LTD","Energie","Aktien","1.099.785,79","0,01","1.099.785,79","825.633,00","1,33","Qatar","Qatar Exchange","QAR"
"YKBNK.E","YAPI VE KREDI BANKASI A","Financials","Aktien","1.099.816,83","0,01","1.099.816,83","1.291.184,00","0,85","Türkei","Istanbul Stock Exchange","TRY"
"H","HYATT HOTELS CORP CLASS A","Zyklische Konsumgüter ","Aktien","1.100.288,06","0,01","1.100.288,06","7.307,00","150,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"010130","KOREA ZINC INC","Materialien","Aktien","1.097.410,33","0,01","1.097.410,33","1.768,00","620,71","Korea","Korea Exchange (Stock Market)","KRW"
"PLN","PLN CASH","Cash und/oder Derivate","Geldmarkt","1.096.855,94","0,01","1.096.855,94","3.999.192,00","27,43","Polen","-","PLN"
"ACI","ALBERTSONS COMPANY INC CLASS A","Nichtzyklische Konsumgüter","Aktien","1.097.067,35","0,01","1.097.067,35","49.529,00","22,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"267250","HD HYUNDAI LTD","Energie","Aktien","1.092.985,57","0,01","1.092.985,57","11.041,00","98,99","Korea","Korea Exchange (Stock Market)","KRW"
"EMP.A","EMPIRE LTD CLASS A","Nichtzyklische Konsumgüter","Aktien","1.093.101,81","0,01","1.093.101,81","26.522,00","41,21","Kanada","Toronto Stock Exchange","CAD"
"QFIN","QIFU TECHNOLOGY ADR INC","Financials","Aktien","1.076.862,19","0,01","1.076.862,19","24.991,00","43,09","China","NASDAQ","USD"
"SIME","SIME DARBY","Industrie","Aktien","1.071.585,19","0,00","1.071.585,19","2.696.400,00","0,40","Malaysia","Bursa Malaysia","MYR"
"CEN","CONTACT ENERGY LTD","Versorger","Aktien","1.073.237,60","0,00","1.073.237,60","197.720,00","5,43","Neuseeland","New Zealand Exchange Ltd","NZD"
"ADNOCDRILL","ADNOC DRILLING COMPANY","Energie","Aktien","1.068.845,63","0,00","1.068.845,63","682.760,00","1,57","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"SAGA B","SAGAX CLASS B","Immobilien","Aktien","1.066.218,87","0,00","1.066.218,87","47.812,00","22,30","Schweden","Nasdaq Omx Nordic","SEK"
"JDEP","JDE PEETS NV","Nichtzyklische Konsumgüter","Aktien","1.064.127,21","0,00","1.064.127,21","37.760,00","28,18","Niederlande","Euronext Amsterdam","EUR"
"2609","YANG MING MARINE TRANSPORT CORP","Industrie","Aktien","1.061.207,72","0,00","1.061.207,72","496.000,00","2,14","Taiwan","Taiwan Stock Exchange","TWD"
"8951","NIPPON BUILDING FUND REIT INC","Immobilien","Aktien","1.057.200,83","0,00","1.057.200,83","1.192,00","886,91","Japan","Tokyo Stock Exchange","JPY"
"8331","CHIBA BANK LTD","Financials","Aktien","1.051.780,27","0,00","1.051.780,27","113.800,00","9,24","Japan","Tokyo Stock Exchange","JPY"
"010120","LS ELECTRIC LTD","Industrie","Aktien","1.048.993,71","0,00","1.048.993,71","5.436,00","192,97","Korea","Korea Exchange (Stock Market)","KRW"
"7186","CONCORDIA FINANCIAL GROUP LTD","Financials","Aktien","1.046.168,09","0,00","1.046.168,09","162.900,00","6,42","Japan","Tokyo Stock Exchange","JPY"
"4091","NIPPON SANSO HOLDINGS CORP","Materialien","Aktien","1.043.546,30","0,00","1.043.546,30","28.300,00","36,87","Japan","Tokyo Stock Exchange","JPY"
"DEMANT","DEMANT","Gesundheitsversorgung","Aktien","1.039.816,38","0,00","1.039.816,38","25.169,00","41,31","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"2888","SHIN KONG FINANCIAL HOLDING LTD","Financials","Aktien","1.040.154,73","0,00","1.040.154,73","2.575.000,00","0,40","Taiwan","Taiwan Stock Exchange","TWD"
"6465","HOSHIZAKI CORP","Industrie","Aktien","1.037.501,44","0,00","1.037.501,44","29.100,00","35,65","Japan","Tokyo Stock Exchange","JPY"
"HELN","HELVETIA HOLDING AG","Financials","Aktien","1.037.848,06","0,00","1.037.848,06","4.289,00","241,98","Schweiz","SIX Swiss Exchange","CHF"
